개선된 게임프레스 DPS 기반의 속성별 레이드 성능 | 제작: Hawaii,,,,,,,,,,,,,,,,,,,,,,
시즌: 새로운 발걸음 | 2026년 6월 2일~2026년 9월 8일,,,,,,,,,,,,,,,,,,,,,,
,,S,,,,그림자 뮤츠,,에스퍼,사이코커터,,얼음,냉동빔,,,0.0,0.00,0.0,0.0,0.0,얼음,#3,
,,,,,,드닐레이브,,얼음,얼음엄니,,얼음,눈사태,,,0.0,0.00,0.0,0.0,0.0,얼음,#4,
,3739,M,,,,얼음귀신(메가),,얼음,얼음숨결,,얼음,눈사태,,,0.0,0.00,0.0,0.0,0.0,얼음,#5,
,3733,,,,,글레이시아,,얼음,얼음숨결,,얼음,눈사태,,,0.0,0.00,0.0,0.0,0.0,얼음,#6,
,3005,S,,,,그림자 뮤츠,,에스퍼,사이코커터,,에스퍼,사이코브레이크*,25.8,672.2,11495.8,58.23,90.3,62.3,82.3,에스퍼,#1,
,,M,,,,후딘(메가),,에스퍼,염동력,,에스퍼,사이코키네시스,,,0.0,0.00,0.0,0.0,0.0,에스퍼,#2,
,,M,,,,라티오스(메가),,에스퍼,사념의박치기,,에스퍼,사이코키네시스,,,0.0,0.00,0.0,0.0,0.0,에스퍼,#3,
,,M,,,,엘레이드(메가) | 미출현,,에스퍼,염동력,,에스퍼,사이코키네시스,,,0.0,0.00,0.0,0.0,0.0,에스퍼,#4,
,3093,,,,,에브이,,에스퍼,염동력,,에스퍼,사이코키네시스,,,0.0,0.00,0.0,0.0,0.0,에스퍼,#5,
,3298,S,,,,그림자 자포코일,,전기,스파크,,전기,와일드볼트,,,0.0,0.00,0.0,0.0,0.0,전기,#1,
,2842,S,,,,그림자 라이코,,전기,전기쇼크,,전기,와일드볼트,,,0.0,0.00,0.0,0.0,0.0,전기,#2,
,,,,,,제크로무,,전기,차지빔,,전기,크로스썬더*,,,0.0,0.00,0.0,0.0,0.0,전기,#3,
,,,,,,전수목,,전기,전기쇼크,,전기,방전,,,0.0,0.00,0.0,0.0,0.0,전기,#4,
,,,,,,볼트로스(영물폼),,전기,볼트체인지,,전기,번개폭풍*,,,0.0,0.00,0.0,0.0,0.0,전기,#5,
,4162,M,,,,전룡(메가),,전기,볼트체인지,,전기,전자포,,,0.0,0.00,0.0,0.0,0.0,전기,#6,
,,,,,,쥬피썬더,,전기,전기쇼크,,전기,10만볼트,,,0.0,0.00,0.0,0.0,0.0,전기,#7,
,4087,M,,,,가디안(메가),,페어리,애교부리기,,페어리,매지컬샤인,,,0.0,0.00,0.0,0.0,0.0,페어리,#1,
,,M,,,,후딘(메가),,에스퍼,염동력,,페어리,매지컬샤인*,,,0.0,0.00,0.0,0.0,0.0,페어리,#2,
,,S,,,,그림자 가디안,,페어리,애교부리기,,페어리,매지컬샤인,,,0.0,0.00,0.0,0.0,0.0,페어리,#3,
,3229,,,,,러브로스(화신폼),,페어리,요정의바람,,페어리,매지컬샤인,,,0.0,0.00,0.0,0.0,0.0,페어리,#4,
,,,,,,제르네아스,,페어리,지오컨트롤*,,페어리,문포스,,,0.0,0.00,0.0,0.0,0.0,페어리,#5,
,,,,,,토게키스,,페어리,애교부리기,,페어리,매지컬샤인,,,0.0,0.00,0.0,0.0,0.0,페어리,#6,
,3332,,,,,님피아,,페어리,애교부리기,,페어리,매지컬샤인,,,0.0,0.00,0.0,0.0,0.0,페어리,#7,
,,M,,,,나무킹(메가),,풀,씨기관총,,풀,하드플랜트*,,,0.0,0.00,0.0,0.0,0.0,풀,#1,
,,M,,,,이상해꽃(메가),,풀,덩굴채찍,,풀,하드플랜트*,,,0.0,0.00,0.0,0.0,0.0,풀,#2,
,,,,,,종이신도,,풀,잎날가르기,,풀,리프블레이드,,,0.0,0.00,0.0,0.0,0.0,풀,#3,
,,,,,,쉐이미(스카이폼),,풀,매지컬리프,,풀,풀묶기,,,0.0,0.00,0.0,0.0,0.0,풀,#4,
